净值日期,单位净值,累计净值,日增长率,情绪指数
2012/6/14,0.897,0.897,0.5605,0
2012/6/15,0.888,0.888,-1.0033,0
2012/6/16,0.888,0.888,0,0
2012/6/17,0.888,0.888,0,0
2012/6/18,0.895,0.895,0.7883,0
2012/6/19,0.89,0.89,-0.5587,0
2012/6/20,0.885,0.885,-0.5618,0
2012/6/21,0.879,0.879,-0.678,0
2012/6/22,0.879,0.879,0,0
2012/6/23,0.879,0.879,0,0
2012/6/24,0.879,0.879,0,0
2012/6/25,0.867,0.867,-1.3652,0
2012/6/26,0.866,0.866,-0.1153,0
2012/6/27,0.865,0.865,-0.1155,0
2012/6/28,0.861,0.861,-0.4624,1
2012/6/29,0.873,0.873,1.3937,0
2012/6/30,0.873,0.873,0,0
2012/7/1,0.873,0.873,0,0
2012/7/2,0.877,0.877,0.4582,0
2012/7/3,0.885,0.885,0.9122,1
2012/7/4,0.885,0.885,0,0
2012/7/5,0.877,0.877,-0.904,0
2012/7/6,0.901,0.901,2.7366,0
2012/7/7,0.901,0.901,0,0
2012/7/8,0.901,0.901,0,0
2012/7/9,0.893,0.893,-0.8879,0
2012/7/10,0.884,0.884,-1.0078,0
2012/7/11,0.889,0.889,0.5656,0
2012/7/12,0.894,0.894,0.5624,0
2012/7/13,0.894,0.894,0,0
2012/7/14,0.894,0.894,0,0
2012/7/15,0.894,0.894,0,0
2012/7/16,0.869,0.869,-2.7964,0
2012/7/17,0.863,0.863,-0.6904,0
2012/7/18,0.861,0.861,-0.2317,0
2012/7/19,0.866,0.866,0.5807,0
2012/7/20,0.863,0.863,-0.3464,0
2012/7/21,0.863,0.863,0,0
2012/7/22,0.863,0.863,0,0
2012/7/23,0.858,0.858,-0.5794,0
2012/7/24,0.864,0.864,0.6993,0
2012/7/25,0.861,0.861,-0.3472,0
2012/7/26,0.851,0.851,-1.1614,0
2012/7/27,0.849,0.849,-0.235,0
2012/7/28,0.849,0.849,0,0
2012/7/29,0.849,0.849,0,0
2012/7/30,0.846,0.846,-0.3534,0
2012/7/31,0.842,0.842,-0.4728,0
2012/8/1,0.847,0.847,0.5938,0
2012/8/2,0.84,0.84,-0.8264,0
2012/8/3,0.849,0.849,1.0714,1
2012/8/4,0.849,0.849,0,0
2012/8/5,0.849,0.849,0,0
2012/8/6,0.859,0.859,1.1779,0
2012/8/7,0.858,0.858,-0.1164,0
2012/8/8,0.852,0.852,-0.6993,0
2012/8/9,0.869,0.869,1.9953,0
2012/8/10,0.867,0.867,-0.2301,0
2012/8/11,0.867,0.867,0,0
2012/8/12,0.867,0.867,0,0
2012/8/13,0.859,0.859,-0.9227,0
2012/8/14,0.858,0.858,-0.1164,1
2012/8/15,0.852,0.852,-0.6993,0
2012/8/16,0.844,0.844,-0.939,0
2012/8/17,0.838,0.838,-0.7109,0
2012/8/18,0.838,0.838,0,0
2012/8/19,0.838,0.838,0,1
2012/8/20,0.842,0.842,0.4773,1
2012/8/21,0.853,0.853,1.3064,0
2012/8/22,0.844,0.844,-1.0551,1
2012/8/23,0.844,0.844,0,1
2012/8/24,0.84,0.84,-0.4739,0
2012/8/25,0.84,0.84,0,0
2012/8/26,0.84,0.84,0,0
2012/8/27,0.833,0.833,-0.8333,0
2012/8/28,0.828,0.828,-0.6002,0
2012/8/29,0.82,0.82,-0.9662,0
2012/8/30,0.808,0.808,-1.4634,0
2012/8/31,0.807,0.807,-0.1238,0
2012/9/1,0.807,0.807,0,0
2012/9/2,0.807,0.807,0,0
2012/9/3,0.823,0.823,1.9827,1
2012/9/4,0.814,0.814,-1.0936,0
2012/9/5,0.813,0.813,-0.1229,0
2012/9/6,0.812,0.812,-0.123,0
2012/9/7,0.834,0.834,2.7094,0
2012/9/8,0.834,0.834,0,0
2012/9/9,0.834,0.834,0,0
2012/9/10,0.84,0.84,0.7194,0
2012/9/11,0.837,0.837,-0.3571,0
2012/9/12,0.838,0.838,0.1195,0
2012/9/13,0.835,0.835,-0.358,0
2012/9/14,0.839,0.839,0.479,0
2012/9/15,0.839,0.839,0,0
2012/9/16,0.839,0.839,0,0
2012/9/17,0.825,0.825,-1.6687,0
2012/9/18,0.822,0.822,-0.3636,0
2012/9/19,0.822,0.822,0,0
2012/9/20,0.81,0.81,-1.4599,0
2012/9/21,0.813,0.813,0.3704,0
2012/9/22,0.813,0.813,0,0
2012/9/23,0.813,0.813,0,0
2012/9/24,0.815,0.815,0.246,0
2012/9/25,0.817,0.817,0.2454,1
2012/9/26,0.81,0.81,-0.8568,0
2012/9/27,0.824,0.824,1.7284,0
2012/9/28,0.839,0.839,1.8204,0
2012/9/29,0.839,0.839,0,0
2012/9/30,0.839,0.839,0,0
2012/10/1,0.839,0.839,0,0
2012/10/2,0.839,0.839,0,0
2012/10/3,0.839,0.839,0,0
2012/10/4,0.839,0.839,0,0
2012/10/5,0.839,0.839,0,0
2012/10/6,0.839,0.839,0,0
2012/10/7,0.839,0.839,0,0
2012/10/8,0.83,0.83,-1.0727,0
2012/10/9,0.844,0.844,1.6867,0
2012/10/10,0.847,0.847,0.3555,0
2012/10/11,0.839,0.839,-0.9445,0
2012/10/12,0.839,0.839,0,0
2012/10/13,0.839,0.839,0,0
2012/10/14,0.839,0.839,0,0
2012/10/15,0.842,0.842,0.3576,0
2012/10/16,0.848,0.848,0.7126,0
2012/10/17,0.846,0.846,-0.2358,0
2012/10/18,0.856,0.856,1.182,0
2012/10/19,0.854,0.854,-0.2336,0
2012/10/20,0.854,0.854,0,0
2012/10/21,0.854,0.854,0,0
2012/10/22,0.853,0.853,-0.1171,0
2012/10/23,0.837,0.837,-1.8757,0
2012/10/24,0.836,0.836,-0.1195,0
2012/10/25,0.831,0.831,-0.5981,0
2012/10/26,0.82,0.82,-1.3237,0
2012/10/27,0.82,0.82,0,0
2012/10/28,0.82,0.82,0,0
2012/10/29,0.82,0.82,0,0
2012/10/30,0.823,0.823,0.3659,0
2012/10/31,0.83,0.83,0.8505,0
2012/11/1,0.84,0.84,1.2048,0
2012/11/2,0.841,0.841,0.119,1
2012/11/3,0.841,0.841,0,0
2012/11/4,0.841,0.841,0,0
2012/11/5,0.832,0.832,-1.0702,0
2012/11/6,0.823,0.823,-1.0817,1
2012/11/7,0.823,0.823,0,0
2012/11/8,0.816,0.816,-0.8505,0
2012/11/9,0.812,0.812,-0.4902,0
2012/11/10,0.812,0.812,0,0
2012/11/11,0.812,0.812,0,0
2012/11/12,0.802,0.802,-1.2315,1
2012/11/13,0.793,0.793,-1.1222,1
2012/11/14,0.799,0.799,0.7566,1
2012/11/15,0.793,0.793,-0.7509,1
2012/11/16,0.782,0.782,-1.3871,0
2012/11/17,0.782,0.782,0,0
2012/11/18,0.782,0.782,0,0
2012/11/19,0.768,0.768,-1.7903,0
2012/11/20,0.767,0.767,-0.1302,0
2012/11/21,0.769,0.769,0.2608,1
2012/11/22,0.759,0.759,-1.3004,0
2012/11/23,0.768,0.768,1.1858,0
2012/11/24,0.768,0.768,0,0
2012/11/25,0.768,0.768,0,0
2012/11/26,0.758,0.758,-1.3021,0
2012/11/27,0.751,0.751,-0.9235,0
2012/11/28,0.744,0.744,-0.9321,0
2012/11/29,0.747,0.747,0.4032,0
2012/11/30,0.752,0.752,0.6693,0
2012/12/1,0.752,0.752,0,0
2012/12/2,0.752,0.752,0,0
2012/12/3,0.729,0.729,-3.0585,0
2012/12/4,0.731,0.731,0.2743,1
2012/12/5,0.742,0.742,1.5048,0
2012/12/6,0.737,0.737,-0.6739,1
2012/12/7,0.744,0.744,0.9498,0
2012/12/8,0.744,0.744,0,0
2012/12/9,0.744,0.744,0,0
2012/12/10,0.748,0.748,0.5376,0
2012/12/11,0.75,0.75,0.2674,0
2012/12/12,0.755,0.755,0.6667,0
2012/12/13,0.748,0.748,-0.9272,0
2012/12/14,0.765,0.765,2.2727,0
2012/12/15,0.765,0.765,0,0
2012/12/16,0.765,0.765,0,0
2012/12/17,0.769,0.769,0.5229,0
2012/12/18,0.772,0.772,0.3901,0
2012/12/19,0.779,0.779,0.9067,0
2012/12/20,0.782,0.782,0.3851,0
2012/12/21,0.783,0.783,0.1279,0
2012/12/22,0.783,0.783,0,0
2012/12/23,0.783,0.783,0,0
2012/12/24,0.78,0.78,-0.3831,0
2012/12/25,0.793,0.793,1.6667,1
2012/12/26,0.796,0.796,0.3783,0
2012/12/27,0.798,0.798,0.2513,1
2012/12/28,0.808,0.808,1.2531,1
2012/12/29,0.808,0.808,0,0
2012/12/30,0.808,0.808,0,0
2012/12/31,0.816,0.816,0.9901,0
2013/1/1,0.816,0.816,0,0
2013/1/2,0.816,0.816,0,0
2013/1/3,0.816,0.816,0,0
2013/1/4,0.811,0.811,-0.6127,0
2013/1/5,0.811,0.811,0,0
2013/1/6,0.811,0.811,0,0
2013/1/7,0.814,0.814,0.3699,0
2013/1/8,0.824,0.824,1.2285,0
2013/1/9,0.832,0.832,0.9709,0
2013/1/10,0.831,0.831,-0.1202,0
2013/1/11,0.822,0.822,-1.083,0
2013/1/12,0.822,0.822,0,0
2013/1/13,0.822,0.822,0,0
2013/1/14,0.843,0.843,2.5547,0
2013/1/15,0.846,0.846,0.3559,0
2013/1/16,0.843,0.843,-0.3546,0
2013/1/17,0.842,0.842,-0.1186,0
2013/1/18,0.86,0.86,2.1378,0
2013/1/19,0.86,0.86,0,0
2013/1/20,0.86,0.86,0,0
2013/1/21,0.852,0.852,-0.9302,0
2013/1/22,0.841,0.841,-1.2911,0
2013/1/23,0.843,0.843,0.2378,0
2013/1/24,0.831,0.831,-1.4235,0
2013/1/25,0.829,0.829,-0.2407,0
2013/1/26,0.829,0.829,0,0
2013/1/27,0.829,0.829,0,0
2013/1/28,0.839,0.839,1.2063,0
2013/1/29,0.839,0.839,0,0
2013/1/30,0.843,0.843,0.4768,1
2013/1/31,0.837,0.837,-0.7117,0
2013/2/1,0.845,0.845,0.9558,1
2013/2/2,0.845,0.845,0,0
2013/2/3,0.845,0.845,0,0
2013/2/4,0.839,0.839,-0.7101,0
2013/2/5,0.857,0.857,2.1454,0
2013/2/6,0.854,0.854,-0.3501,0
2013/2/7,0.865,0.865,1.2881,0
2013/2/8,0.882,0.882,1.9653,0
2013/2/9,0.882,0.882,0,0
2013/2/10,0.882,0.882,0,0
2013/2/11,0.882,0.882,0,0
2013/2/12,0.882,0.882,0,0
2013/2/13,0.882,0.882,0,0
2013/2/14,0.882,0.882,0,0
2013/2/15,0.882,0.882,0,0
2013/2/16,0.882,0.882,0,0
2013/2/17,0.882,0.882,0,0
2013/2/18,0.871,0.871,-1.2472,0
2013/2/19,0.855,0.855,-1.837,0
2013/2/20,0.872,0.872,1.9883,0
2013/2/21,0.862,0.862,-1.1468,0
2013/2/22,0.864,0.864,0.232,0
2013/2/23,0.864,0.864,0,0
2013/2/24,0.864,0.864,0,0
2013/2/25,0.866,0.866,0.2315,0
2013/2/26,0.855,0.855,-1.2702,0
2013/2/27,0.853,0.853,-0.2339,0
2013/2/28,0.866,0.866,1.524,0
2013/3/1,0.872,0.872,0.6928,0
2013/3/2,0.872,0.872,0,0
2013/3/3,0.872,0.872,0,0
2013/3/4,0.859,0.859,-1.4908,0
2013/3/5,0.871,0.871,1.397,1
2013/3/6,0.879,0.879,0.9185,0
2013/3/7,0.873,0.873,-0.6826,0
2013/3/8,0.867,0.867,-0.6873,0
2013/3/9,0.867,0.867,0,0
2013/3/10,0.867,0.867,0,0
2013/3/11,0.864,0.864,-0.346,0
2013/3/12,0.855,0.855,-1.0417,0
2013/3/13,0.847,0.847,-0.9357,0
2013/3/14,0.852,0.852,0.5903,1
2013/3/15,0.855,0.855,0.3521,0
2013/3/16,0.855,0.855,0,0
2013/3/17,0.855,0.855,0,0
2013/3/18,0.848,0.848,-0.8187,0
2013/3/19,0.848,0.848,0,0
2013/3/20,0.868,0.868,2.3585,0
2013/3/21,0.874,0.874,0.6912,0
2013/3/22,0.874,0.874,0,0
2013/3/23,0.874,0.874,0,0
2013/3/24,0.874,0.874,0,0
2013/3/25,0.866,0.866,-0.9153,0
2013/3/26,0.867,0.867,0.1155,0
2013/3/27,0.866,0.866,-0.1153,0
2013/3/28,0.855,0.855,-1.2702,0
2013/3/29,0.847,0.847,-0.9357,0
2013/3/30,0.847,0.847,0,0
2013/3/31,0.847,0.847,0,0
2013/4/1,0.845,0.845,-0.2361,0
2013/4/2,0.837,0.837,-0.9467,0
2013/4/3,0.831,0.831,-0.7168,0
2013/4/4,0.831,0.831,0,0
2013/4/5,0.831,0.831,0,0
2013/4/6,0.831,0.831,0,0
2013/4/7,0.831,0.831,0,0
2013/4/8,0.842,0.842,1.3237,0
2013/4/9,0.843,0.843,0.1188,0
2013/4/10,0.841,0.841,-0.2372,0
2013/4/11,0.839,0.839,-0.2378,0
2013/4/12,0.842,0.842,0.3576,0
2013/4/13,0.842,0.842,0,0
2013/4/14,0.842,0.842,0,0
2013/4/15,0.835,0.835,-0.8314,0
2013/4/16,0.838,0.838,0.3593,0
2013/4/17,0.851,0.851,1.5513,0
2013/4/18,0.853,0.853,0.235,0
2013/4/19,0.866,0.866,1.524,0
2013/4/20,0.866,0.866,0,0
2013/4/21,0.866,0.866,0,0
2013/4/22,0.864,0.864,-0.2309,0
2013/4/23,0.848,0.848,-1.8519,0
2013/4/24,0.859,0.859,1.2972,0
2013/4/25,0.853,0.853,-0.6985,0
2013/4/26,0.846,0.846,-0.8206,0
2013/4/27,0.846,0.846,0,0
2013/4/28,0.846,0.846,0,0
2013/4/29,0.846,0.846,0,0
2013/4/30,0.846,0.846,0,0
2013/5/1,0.846,0.846,0,0
2013/5/2,0.849,0.849,0.3546,0
2013/5/3,0.863,0.863,1.649,0
2013/5/4,0.863,0.863,0,0
2013/5/5,0.863,0.863,0,1
2013/5/6,0.872,0.872,1.0429,1
2013/5/7,0.876,0.876,0.4587,0
2013/5/8,0.884,0.884,0.9132,0
2013/5/9,0.881,0.881,-0.3394,0
2013/5/10,0.882,0.882,0.1135,0
2013/5/11,0.882,0.882,0,0
2013/5/12,0.882,0.882,0,0
2013/5/13,0.875,0.875,-0.7937,0
2013/5/14,0.852,0.852,-2.6286,0
2013/5/15,0.862,0.862,1.1737,0
2013/5/16,0.877,0.877,1.7401,0
2013/5/17,0.886,0.886,1.0262,0
2013/5/18,0.886,0.886,0,0
2013/5/19,0.886,0.886,0,0
2013/5/20,0.891,0.891,0.5643,0
2013/5/21,0.891,0.891,0,0
2013/5/22,0.89,0.89,-0.1122,0
2013/5/23,0.882,0.882,-0.8989,0
2013/5/24,0.883,0.883,0.1134,0
2013/5/25,0.883,0.883,0,0
2013/5/26,0.883,0.883,0,0
2013/5/27,0.889,0.889,0.6795,0
2013/5/28,0.894,0.894,0.5624,0
2013/5/29,0.896,0.896,0.2237,0
2013/5/30,0.889,0.889,-0.7813,0
2013/5/31,0.882,0.882,-0.7874,0
2013/6/1,0.882,0.882,0,0
2013/6/2,0.882,0.882,0,0
2013/6/3,0.879,0.879,-0.3401,0
2013/6/4,0.867,0.867,-1.3652,0
2013/6/5,0.872,0.872,0.5767,0
2013/6/6,0.87,0.87,-0.2294,0
2013/6/7,0.861,0.861,-1.0345,0
2013/6/8,0.861,0.861,0,0
2013/6/9,0.861,0.861,0,0
2013/6/10,0.861,0.861,0,0
2013/6/11,0.861,0.861,0,0
2013/6/12,0.861,0.861,0,0
2013/6/13,0.846,0.846,-1.7422,0
2013/6/14,0.854,0.854,0.9456,0
2013/6/15,0.854,0.854,0,0
2013/6/16,0.854,0.854,0,0
2013/6/17,0.85,0.85,-0.4684,0
2013/6/18,0.864,0.864,1.6471,1
2013/6/19,0.866,0.866,0.2315,0
2013/6/20,0.847,0.847,-2.194,0
2013/6/21,0.848,0.848,0.1181,0
2013/6/22,0.848,0.848,0,0
2013/6/23,0.848,0.848,0,0
2013/6/24,0.817,0.817,-3.6557,0
2013/6/25,0.828,0.828,1.3464,0
2013/6/26,0.839,0.839,1.3285,0
2013/6/27,0.834,0.834,-0.5959,0
2013/6/28,0.839,0.839,0.5995,0
2013/6/29,0.839,0.839,0,0
2013/6/30,0.839,0.839,0,0
2013/7/1,0.855,0.855,1.907,0
2013/7/2,0.867,0.867,1.4035,0
2013/7/3,0.876,0.876,1.0381,0
2013/7/4,0.878,0.878,0.2283,0
2013/7/5,0.873,0.873,-0.5695,0
2013/7/6,0.873,0.873,0,1
2013/7/7,0.873,0.873,0,0
2013/7/8,0.863,0.863,-1.1455,0
2013/7/9,0.864,0.864,0.1159,0
2013/7/10,0.873,0.873,1.0417,0
2013/7/11,0.885,0.885,1.3746,0
2013/7/12,0.883,0.883,-0.226,0
2013/7/13,0.883,0.883,0,0
2013/7/14,0.883,0.883,0,0
2013/7/15,0.896,0.896,1.4723,0
2013/7/16,0.899,0.899,0.3348,0
2013/7/17,0.883,0.883,-1.7798,0
2013/7/18,0.874,0.874,-1.0193,0
2013/7/19,0.855,0.855,-2.1739,0
2013/7/20,0.855,0.855,0,0
2013/7/21,0.855,0.855,0,0
2013/7/22,0.867,0.867,1.4035,0
2013/7/23,0.887,0.887,2.3068,0
2013/7/24,0.889,0.889,0.2255,0
2013/7/25,0.881,0.881,-0.8999,0
2013/7/26,0.877,0.877,-0.454,0
2013/7/27,0.877,0.877,0,0
2013/7/28,0.877,0.877,0,0
2013/7/29,0.861,0.861,-1.8244,0
2013/7/30,0.859,0.859,-0.2323,0
2013/7/31,0.862,0.862,0.3492,0
2013/8/1,0.878,0.878,1.8561,0
2013/8/2,0.882,0.882,0.4556,0
2013/8/3,0.882,0.882,0,0
2013/8/4,0.882,0.882,0,0
2013/8/5,0.897,0.897,1.7007,0
2013/8/6,0.908,0.908,1.2263,0
2013/8/7,0.909,0.909,0.1101,0
2013/8/8,0.908,0.908,-0.11,0
2013/8/9,0.913,0.913,0.5507,0
2013/8/10,0.913,0.913,0,0
2013/8/11,0.913,0.913,0,0
2013/8/12,0.918,0.918,0.5476,0
2013/8/13,0.911,0.911,-0.7625,1
2013/8/14,0.908,0.908,-0.3293,0
2013/8/15,0.898,0.898,-1.1013,0
2013/8/16,0.882,0.882,-1.7817,0
2013/8/17,0.882,0.882,0,0
2013/8/18,0.882,0.882,0,0
2013/8/19,0.901,0.901,2.1542,0
2013/8/20,0.902,0.902,0.111,0
2013/8/21,0.896,0.896,-0.6652,0
2013/8/22,0.896,0.896,0,0
2013/8/23,0.892,0.892,-0.4464,0
2013/8/24,0.892,0.892,0,0
2013/8/25,0.892,0.892,0,0
2013/8/26,0.905,0.905,1.4574,0
2013/8/27,0.904,0.904,-0.1105,1
2013/8/28,0.895,0.895,-0.9956,0
2013/8/29,0.891,0.891,-0.4469,0
2013/8/30,0.886,0.886,-0.5612,0
2013/8/31,0.886,0.886,0,0
2013/9/1,0.886,0.886,0,0
2013/9/2,0.889,0.889,0.3386,0
2013/9/3,0.902,0.902,1.4623,0
2013/9/4,0.902,0.902,0,0
2013/9/5,0.911,0.911,0.9978,0
2013/9/6,0.91,0.91,-0.1098,0
2013/9/7,0.91,0.91,0,0
2013/9/8,0.91,0.91,0,0
2013/9/9,0.915,0.915,0.5495,0
2013/9/10,0.918,0.918,0.3279,0
2013/9/11,0.914,0.914,-0.4357,0
2013/9/12,0.914,0.914,0,0
2013/9/13,0.928,0.928,1.5317,0
2013/9/14,0.928,0.928,0,0
2013/9/15,0.928,0.928,0,0
2013/9/16,0.933,0.933,0.5388,0
2013/9/17,0.926,0.926,-0.7503,0
2013/9/18,0.927,0.927,0.108,0
2013/9/19,0.927,0.927,0,0
2013/9/20,0.927,0.927,0,0
2013/9/21,0.927,0.927,0,1
2013/9/22,0.927,0.927,0,0
2013/9/23,0.949,0.949,2.3732,0
2013/9/24,0.962,0.962,1.3699,0
2013/9/25,0.961,0.961,-0.104,0
2013/9/26,0.952,0.952,-0.9365,0
2013/9/27,0.96,0.96,0.8403,0
2013/9/28,0.96,0.96,0,0
2013/9/29,0.96,0.96,0,0
2013/9/30,0.968,0.968,0.8333,0
2013/10/1,0.968,0.968,0,0
2013/10/2,0.968,0.968,0,0
2013/10/3,0.968,0.968,0,0
2013/10/4,0.968,0.968,0,0
2013/10/5,0.968,0.968,0,0
2013/10/6,0.968,0.968,0,0
2013/10/7,0.968,0.968,0,0
2013/10/8,0.977,0.977,0.9298,0
2013/10/9,0.988,0.988,1.1259,0
2013/10/10,0.99,0.99,0.2024,0
2013/10/11,1.001,1.001,1.1111,0
2013/10/12,1.001,1.001,0,0
2013/10/13,1.001,1.001,0,0
2013/10/14,1.004,1.004,0.2997,0
2013/10/15,1.008,1.008,0.3984,0
2013/10/16,0.991,0.991,-1.6865,1
2013/10/17,0.981,0.981,-1.0091,0
2013/10/18,0.993,0.993,1.2232,0
2013/10/19,0.993,0.993,0,0
2013/10/20,0.993,0.993,0,0
2013/10/21,1.028,1.028,3.5247,0
2013/10/22,1.018,1.018,-0.9728,0
2013/10/23,0.988,0.988,-2.947,0
2013/10/24,0.987,0.987,-0.1012,0
2013/10/25,0.969,0.969,-1.8237,0
2013/10/26,0.969,0.969,0,0
2013/10/27,0.969,0.969,0,0
2013/10/28,0.965,0.965,-0.4128,0
2013/10/29,0.959,0.959,-0.6218,1
2013/10/30,0.978,0.978,1.9812,0
2013/10/31,0.949,0.949,-2.9652,0
2013/11/1,0.947,0.947,-0.2107,0
2013/11/2,0.947,0.947,0,0
2013/11/3,0.947,0.947,0,0
2013/11/4,0.948,0.948,0.1056,0
2013/11/5,0.953,0.953,0.5274,0
2013/11/6,0.938,0.938,-1.574,0
2013/11/7,0.924,0.924,-1.4925,0
2013/11/8,0.913,0.913,-1.1905,0
2013/11/9,0.913,0.913,0,0
2013/11/10,0.913,0.913,0,0
2013/11/11,0.919,0.919,0.6572,0
2013/11/12,0.927,0.927,0.8705,0
2013/11/13,0.912,0.912,-1.6181,0
2013/11/14,0.928,0.928,1.7544,0
2013/11/15,0.943,0.943,1.6164,0
2013/11/16,0.943,0.943,0,0
2013/11/17,0.943,0.943,0,0
2013/11/18,0.952,0.952,0.9544,0
2013/11/19,0.942,0.942,-1.0504,0
2013/11/20,0.946,0.946,0.4246,0
2013/11/21,0.938,0.938,-0.8457,0
2013/11/22,0.938,0.938,0,0
2013/11/23,0.938,0.938,0,0
2013/11/24,0.938,0.938,0,0
2013/11/25,0.934,0.934,-0.4264,0
2013/11/26,0.931,0.931,-0.3212,0
2013/11/27,0.935,0.935,0.4296,0
2013/11/28,0.95,0.95,1.6043,0
2013/11/29,0.952,0.952,0.2105,0
2013/11/30,0.952,0.952,0,0
2013/12/1,0.952,0.952,0,0
2013/12/2,0.922,0.922,-3.1513,0
2013/12/3,0.936,0.936,1.5184,0
2013/12/4,0.949,0.949,1.3889,0
2013/12/5,0.945,0.945,-0.4215,0
2013/12/6,0.945,0.945,0,0
2013/12/7,0.945,0.945,0,0
2013/12/8,0.945,0.945,0,0
2013/12/9,0.954,0.954,0.9524,0
2013/12/10,0.956,0.956,0.2096,0
2013/12/11,0.952,0.952,-0.4184,0
2013/12/12,0.957,0.957,0.5252,0
2013/12/13,0.962,0.962,0.5225,0
2013/12/14,0.962,0.962,0,0
2013/12/15,0.962,0.962,0,0
2013/12/16,0.947,0.947,-1.5593,0
2013/12/17,0.938,0.938,-0.9504,0
2013/12/18,0.939,0.939,0.1066,0
2013/12/19,0.932,0.932,-0.7455,0
2013/12/20,0.927,0.927,-0.5365,0
2013/12/21,0.927,0.927,0,0
2013/12/22,0.927,0.927,0,0
2013/12/23,0.931,0.931,0.4315,0
2013/12/24,0.937,0.937,0.6445,0
2013/12/25,0.947,0.947,1.0672,0
2013/12/26,0.939,0.939,-0.8448,0
2013/12/27,0.95,0.95,1.1715,0
2013/12/28,0.95,0.95,0,0
2013/12/29,0.95,0.95,0,0
2013/12/30,0.954,0.954,0.4211,0
2013/12/31,0.958,0.958,0.4193,0
2014/1/1,0.958,0.958,0,0
2014/1/2,0.953,0.953,-0.5219,0
2014/1/3,0.952,0.952,-0.1049,0
2014/1/4,0.952,0.952,0,1
2014/1/5,0.952,0.952,0,0
2014/1/6,0.932,0.932,-2.1008,0
2014/1/7,0.931,0.931,-0.1073,0
2014/1/8,0.946,0.946,1.6112,0
2014/1/9,0.932,0.932,-1.4799,0
2014/1/10,0.927,0.927,-0.5365,0
2014/1/11,0.927,0.927,0,0
2014/1/12,0.927,0.927,0,0
2014/1/13,0.923,0.923,-0.4315,0
2014/1/14,0.939,0.939,1.7335,0
2014/1/15,0.943,0.943,0.426,0
2014/1/16,0.939,0.939,-0.4242,0
2014/1/17,0.92,0.92,-2.0234,0
2014/1/18,0.92,0.92,0,0
2014/1/19,0.92,0.92,0,0
2014/1/20,0.91,0.91,-1.087,0
2014/1/21,0.917,0.917,0.7692,0
2014/1/22,0.938,0.938,2.2901,0
2014/1/23,0.947,0.947,0.9595,0
2014/1/24,0.948,0.948,0.1056,0
2014/1/25,0.948,0.948,0,0
2014/1/26,0.948,0.948,0,0
2014/1/27,0.928,0.928,-2.1097,0
2014/1/28,0.925,0.925,-0.3233,0
2014/1/29,0.924,0.924,-0.1081,0
2014/1/30,0.914,0.914,-1.0823,0
2014/1/31,0.914,0.914,0,0
2014/2/1,0.914,0.914,0,0
2014/2/2,0.914,0.914,0,0
2014/2/3,0.914,0.914,0,0
2014/2/4,0.914,0.914,0,0
2014/2/5,0.914,0.914,0,0
2014/2/6,0.914,0.914,0,0
2014/2/7,0.925,0.925,1.2035,0
2014/2/8,0.925,0.925,0,0
2014/2/9,0.925,0.925,0,0
2014/2/10,0.948,0.948,2.4865,0
2014/2/11,0.944,0.944,-0.4219,0
2014/2/12,0.943,0.943,-0.1059,0
2014/2/13,0.936,0.936,-0.7423,0
2014/2/14,0.942,0.942,0.641,0
2014/2/15,0.942,0.942,0,0
2014/2/16,0.942,0.942,0,0
2014/2/17,0.948,0.948,0.6369,0
2014/2/18,0.936,0.936,-1.2658,0
2014/2/19,0.936,0.936,0,0
2014/2/20,0.93,0.93,-0.641,0
2014/2/21,0.922,0.922,-0.8602,0
2014/2/22,0.922,0.922,0,0
2014/2/23,0.922,0.922,0,0
2014/2/24,0.905,0.905,-1.8438,0
2014/2/25,0.875,0.875,-3.3149,0
2014/2/26,0.872,0.872,-0.3429,1
2014/2/27,0.854,0.854,-2.0642,1
2014/2/28,0.873,0.873,2.2248,0
2014/3/1,0.873,0.873,0,0
2014/3/2,0.873,0.873,0,0
2014/3/3,0.893,0.893,2.291,0
2014/3/4,0.885,0.885,-0.8959,0
2014/3/5,0.876,0.876,-1.0169,0
2014/3/6,0.872,0.872,-0.4566,0
2014/3/7,0.88,0.88,0.9174,0
2014/3/8,0.88,0.88,0,0
2014/3/9,0.88,0.88,0,0
2014/3/10,0.86,0.86,-2.2727,0
2014/3/11,0.865,0.865,0.5814,0
2014/3/12,0.866,0.866,0.1156,0
2014/3/13,0.876,0.876,1.1547,0
2014/3/14,0.869,0.869,-0.7991,0
2014/3/15,0.869,0.869,0,0
2014/3/16,0.869,0.869,0,0
2014/3/17,0.879,0.879,1.1507,0
2014/3/18,0.882,0.882,0.3413,0
2014/3/19,0.865,0.865,-1.9274,1
2014/3/20,0.839,0.839,-3.0058,0
2014/3/21,0.853,0.853,1.6687,0
2014/3/22,0.853,0.853,0,0
2014/3/23,0.853,0.853,0,0
2014/3/24,0.85,0.85,-0.3517,0
2014/3/25,0.854,0.854,0.4706,0
2014/3/26,0.858,0.858,0.4684,0
2014/3/27,0.846,0.846,-1.3986,0
2014/3/28,0.843,0.843,-0.3546,0
2014/3/29,0.843,0.843,0,0
2014/3/30,0.843,0.843,0,0
2014/3/31,0.847,0.847,0.4745,0
2014/4/1,0.858,0.858,1.2987,0
2014/4/2,0.856,0.856,-0.2331,0
2014/4/3,0.852,0.852,-0.4673,0
